frame,object_id,lat_dist,long_dist,abs_vel,rel_vel,is_cipv,lane_association,lane_right_boundary,lane_left_boundary,ego_vel,ego_acc,ego_yaw
1000750000,3706,-3.611534357,55.66646576,1.167515278,-0.00193355,0,2,-1.750749826,1.749284983,1.169448733,-2.185137987,-0.052741237
1000800000,3703,-3.582653046,44.10155869,-0.006705889,-1.276690006,0,2,-1.750261545,1.749773264,1.269984007,2.01071763,-0.055308519
1000800000,3698,3.439714432,30.62502861,7.475054264,6.205070019,0,3,-1.750261545,1.749773264,1.269984007,2.01071763,-0.055308519
1000800000,3702,-0.071880654,37.13562775,3.226666689,1.956682444,1,1,-1.750261545,1.749773264,1.269984007,2.01071763,-0.055308519
1000800000,3708,-0.140452519,78.12924957,4.925011635,3.655027628,0,1,-1.750261545,1.749773264,1.269984007,2.01071763,-0.055308519
1000800000,3701,3.394324303,56.94467163,3.010300636,1.740316629,0,3,-1.750261545,1.749773264,1.269984007,2.01071763,-0.055308519
1000800000,3705,-0.103233293,55.45965576,1.683654666,0.413670689,0,1,-1.750261545,1.749773264,1.269984007,2.01071763,-0.055308519
1000800000,3709,-3.638498545,75.73426056,2.434884548,1.16490078,0,2,-1.750261545,1.749773264,1.269984007,2.01071763,-0.055308519
1000800000,3706,-3.603424311,55.66411591,1.157569885,-0.112414017,0,2,-1.750261545,1.749773264,1.269984007,2.01071763,-0.055308519
1000850000,3703,-3.602869749,44.05308533,0.481786788,-0.757791042,0,2,-1.750017405,1.750017405,1.239577889,-0.608121276,-0.046967509
1000850000,3698,3.423814774,30.94353104,7.854576588,6.614998817,0,3,-1.750017405,1.750017405,1.239577889,-0.608121276,-0.046967509
1000850000,3702,-0.089811191,37.23885345,3.356770515,2.117192745,1,1,-1.750017405,1.750017405,1.239577889,-0.608121276,-0.046967509
1000850000,3708,-0.175663859,78.3197403,5.165243626,3.925665617,0,1,-1.750017405,1.750017405,1.239577889,-0.608121276,-0.046967509
1000850000,3701,3.367934942,57.03844833,3.178340673,1.938762784,0,3,-1.750017405,1.750017405,1.239577889,-0.608121276,-0.046967509
1000850000,3705,-0.128726557,55.492939,2.056040525,0.816462636,0,1,-1.750017405,1.750017405,1.239577889,-0.608121276,-0.046967509
1000850000,3709,-3.672366381,75.79953003,2.672486067,1.432908297,0,2,-1.750017405,1.750017405,1.239577889,-0.608121276,-0.046967509
1000850000,3706,-3.629087687,55.65766144,1.156802058,-0.082775868,0,2,-1.750017405,1.750017405,1.239577889,-0.608121276,-0.046967509
1000900000,3703,-3.57625246,44.01715469,0.845594227,-0.626246989,0,2,-1.749773264,1.750261545,1.471841216,4.645317554,-0.057992991
